0,0,234.052344572747,-234.052344572747
1,0.5,232.519646424263,-228.496420161751
2,1,235.943454511078,-227.847945510551
3,1.5,241.549665547092,-229.22207370602
4,2,242.078075235945,-225.741457180687
5,2.5,239.61513446329,-219.56681747509
6,3,257.128109615178,-231.519189800165
7,3.5,241.163742094059,-213.363655525467
8,4,252.072999794406,-219.123715682829
9,4.5,266.142087960011,-227.306816915564
10,5,264.285332876047,-221.761725341856
11,5.5,273.926727102641,-225.807768198606
12,6,285.989713816165,-231.58990390634
13,6.5,291.130234349098,-231.575444829194
14,7,295.504032602521,-230.873053247122
15,7.5,291.954029227175,-224.024205875209
16,8,299.488316267735,-225.680633682018
17,8.5,293.407754125284,-217.11031716424
18,9,314.707610811855,-228.648463141772
19,9.5,313.434474567183,-223.570637948712
20,10,319.469297272707,-223.694810176908
21,10.5,324.705718317074,-223.164057348384
22,11,339.076367175012,-228.709897519535
23,11.5,342.727072869606,-226.846100963256
24,12,337.14556831406,-218.944892076041
25,12.5,353.381015795599,-225.128535897319
26,13,357.876296578012,-223.625929506412
27,13.5,369.193191165322,-226.241878522006
28,14,376.296445008227,-226.101714885514
29,14.5,379.978459754713,-223.824418065671
30,15,386.24733008786,-223
31,15.5,396.011841652654,-224.052719847077
32,16,405.82354411268,-224.9516637943
33,16.5,420.074579852419,-228.081887404093
34,17,425.580739758003,-226.285293262799
35,17.5,428.426232425081,-223.024580192521
36,18,450.849301239314,-229.719192868211
37,18.5,459.101327501839,-228.899478125332
38,19,465.575315982969,-227.076254036742
39,19.5,477.467615421076,-227.740370211588
40,20,485.780973851644,-226.523388293015
41,20.5,519.587885670506,-236.789841556712
42,21,514.326092652784,-228.992730051675
43,21.5,493.378320019197,-214.526999081782
44,22,488.788077183246,-207.478229227804
45,22.5,505.362104283674,-209.327837503704
46,23,493.261810629531,-199.290707697265
47,23.5,494.051728598455,-194.612151390602
48,24,496.664786896511,-190.6517491581
49,24.5,504.866310004886,-188.761778498853
50,25,482.062314463171,-175.456333526068
51,25.5,495.829424314486,-175.582407956963
52,26,514.362105126028,-177.109076024693
53,26.5,501.663213604079,-167.854163238294
54,27,484.087766794233,-157.289650136848
55,27.5,488.303078783092,-153.961369346188
56,28,491.540644565,-150.279056227487
57,28.5,498.58626213146,-147.68797924604
58,29,491.204726624481,-140.850688822487
59,29.5,482.77885705752,-133.886426415207
60,30,479.099209839378,-128.37424637085
61,30.5,479.233081987163,-123.938102006949
62,31,493.880524674482,-123.138244860231
63,31.5,489.102069960031,-117.42301801952
64,32,481.338812003906,-111.125820845869
65,32.5,484.242819531487,-107.354048513299
66,33,497.877128773507,-105.827050626239
