0,0,228.395490323255,-228.395490323255,17,2.98671384226908
1,0.5,229.666644627646,-225.692783104552,3.00000000000002,6.61428822692857
2,1,227.311376907014,-219.512045065043,16,20.2011314900205
3,1.5,243.725788660129,-231.287137433101,0,4.94925415503473
4,2,242.809428937565,-226.42345554075,7.00000000000001,9.44279813302474
5,2.5,238.14057978967,-218.215637059858,20,2.99493822585588
6,3,240.778923454676,-216.79831646027,19,11.3695092783152
7,3.5,250.900166464316,-221.977716152272,11,5.78090049315229
8,4,249.054161473515,-216.499479566867,34,3.04434325361744
9,4.5,250.17356268241,-213.66840790063,21,4.93388181021518
10,5,255.09279955862,-214.048274025618,21,3.53487554982405
11,5.5,258.494235434886,-213.086203793051,27,18.248440374258
12,6,274.332524394311,-222.150098040593,28,5.05934650524554
13,6.5,279.391111996312,-222.23772527963,16.9999999999999,3.26780474580189
14,7,280.531828283993,-219.175485215934,7.99999999999999,3.10667621073954
15,7.5,282.43378914368,-216.719068727105,27,14.3537795710647
16,8,295.495138717498,-222.671558566258,5.00000000000004,10.4949366698789
17,8.5,289.388469822198,-214.136203230483,34,17.3013179689106
18,9,304.999406879355,-221.595040114262,16,10.5409095300617
19,9.5,315.062705603896,-224.732043860134,5.00000000000001,5.2237537280135
20,10,313.735232962684,-219.679775122451,9.99999999999997,3.49286447094652
21,10.5,316.464456430854,-217.499994979136,16,24.2472922071787
22,11,338.247329602457,-228.150704616065,3,4.07611782610723
23,11.5,338.55764375927,-224.086416036696,15,6.11541554017863
24,12,336.306897746115,-218.400253041026,25,5.32614020905605
25,12.5,341.573535554219,-217.606341380464,27,5.34925303857406
26,13,346.851671327978,-216.736979071381,22,16.4084565618114
27,13.5,362.372069850489,-222.061890004278,26,4.78041726782145
28,14,366.867604700504,-220.436296061503,1.00000000000003,8.84369389351801
29,14.5,375.670313952505,-221.286726250867,10,7.11869123609429
30,15,382.783228472722,-221,16,8.8964602552173
31,15.5,391.660063172955,-221.59060204656,9.99999999999996,8.9272231376052
32,16,400.575825869843,-222.042806072822,6.99999999999999,8.04550753040564
33,16.5,396.346517810546,-215.198600877083,38,4.40693576726008
34,17,396.443469193658,-210.792731690865,30,20.3969742473606
35,17.5,416.008080760586,-216.560099607231,27,6.44765856219153
36,18,413.427027223403,-210.65159187915,37,23.3711004890802
37,18.5,435.833034100186,-217.298334984477,35,4.36167979700733
38,19,436.813906501395,-213.048377339492,42,4.2411366247737
39,19.5,438.656448194032,-209.228393048831,56,15.605845109906
40,20,454.060201305362,-211.73174913209,41,6.65623492587117
41,20.5,460.440403063531,-209.834780784057,38,29.3532896724776
42,21,488.746819838791,-217.604104045553,1.99999999999996,4.77036681962811
43,21.5,489.710079721656,-212.932002806081,2.99999999999998,10.1529172622222
44,22,499.834135424675,-212.167002769676,3.00000000000002,15.7503703508511
45,22.5,515.524779141298,-213.53735525972,13,15.7503703508511
46,23,503.460833029766,-203.41138022484,22,6.18776912102251
47,23.5,501.495069142311,-197.544161204396,13,5.56786836565986
48,24,500.3991086025,-192.085220956281,2,9.28467826655071
49,24.5,509.549670951128,-190.51281540515,18,8.44077474048085
50,25,504.614937362033,-183.664816965884,3.00000000000001,5.55317314053317
51,25.5,503.370556243223,-178.252862830834,0,9.24069283585507
52,26,497.342770765241,-171.248849244464,9.00000000000002,9.24069283585506
53,26.5,506.40483188011,-169.440686520319,28,8.39232210142638
54,27,501.206784087546,-162.851956035597,2.99999999999997,11.9041452707679
55,27.5,492.117946586085,-155.164192544205,9.00000000000002,8.30670557246328
56,28,486.759120785185,-148.817197703873,0,9.16733984252063
57,28.5,495.709802926856,-146.835933211928,11,13.7792206736394
58,29,509.468698847309,-146.08779858301,26,6.79630890915637
59,29.5,505.905987934527,-140.300147441085,15,18.5545211953425
60,30,489.724393928558,-131.221255866978,12,5.95154068321366
61,30.5,486.978263110188,-125.941142039384,4.99999999999999,6.66776888482133
62,31,492.910228948206,-122.896322964631,17,10.0152082970942
63,31.5,485.212590278441,-116.489236564097,12,4.46367442972856
64,32,485.236292263047,-112.025625063245,6.99999999999996,8.22319842822304
65,32.5,479.361339495887,-106.271850443609,6.00000000000005,18.5211311601303
66,33,497.877128773507,-105.827050626239,3.00000000000002,9.16733984252058
